login_frequency,quiz_attempts,assignment_submission_rate,time_on_platform,forum_participation,video_completion_rate,grade_trend,absenteeism_rate,help_seeking_behavior,burnout_risk
12,2,91.16071695498364,272,2,90.21266318333497,1,1.1305337866456533,1,0
12,6,76.5259798302393,209,1,39.58386394487063,0,32.5276588617367,2,1
8,3,88.03089729245724,167,2,11.139109319067625,1,27.972326700689624,0,1
12,4,78.05332603995029,284,2,45.216850238476184,0,9.70802340928552,0,0
13,5,90.63193122195327,366,1,55.82767178242537,-1,7.127778703595926,0,1
17,4,84.0363178956554,554,3,19.739838121066484,0,22.46227162291231,0,0
15,4,87.78361392463471,319,4,58.39098551868307,-1,0.0,1,0
20,2,72.88979744598994,713,0,83.75172257590583,-1,7.647924441444804,0,1
8,3,72.14456339112569,260,4,43.98858557552746,0,4.722397490576002,0,0
15,2,93.34596765591274,435,1,41.738032588087194,-1,14.031702530350707,0,1
12,1,81.04724342337407,314,4,40.49293782076097,0,10.56028349470325,0,1
20,3,85.42041690519234,551,2,93.07850012953227,0,7.1458437206635885,2,0
8,4,78.32325487496176,275,5,14.388228891117919,0,6.1633262440113175,0,0
8,4,92.78472128816372,278,2,50.056852779365975,0,8.609479476895752,1,1
9,7,74.7062802396441,321,0,33.81395087347452,1,3.0990164491293903,2,0
3,2,80.37278512118941,75,2,90.44263228487448,-1,20.42673076391099,0,1
9,5,91.43191375243758,264,3,18.644703722542353,0,26.261580396444813,0,1
8,8,96.07561238997118,285,2,47.02984900123697,0,19.015373279092735,1,1
12,9,75.7148885076798,240,1,46.61345368279771,0,28.828064826120894,0,1
13,2,100.0,291,1,89.95549757923203,0,6.5943933093911475,2,0
19,4,85.75890032432339,477,3,29.394410053687253,1,7.513393788520839,0,0
15,4,69.48486085829515,482,2,68.040586927145,1,19.42268522359608,1,1
9,6,86.42862458307961,290,3,22.09655141990102,1,20.722353666922803,0,1
8,5,77.40400942619851,185,5,95.85781426724884,-1,15.152919952958072,1,1
13,1,87.20882184619812,168,1,63.37134633450573,0,14.751803777538719,0,1
6,2,81.48572502807595,161,1,66.36310572886032,1,4.338625978691562,0,1
19,6,82.89128428228173,335,3,49.0396061494425,0,0.0,1,0
16,5,71.06087948096625,209,2,40.805444139969005,1,20.575874056746812,2,1
10,4,93.88073476859631,148,2,29.140878654538866,0,24.818237728833918,1,0
5,5,68.12647159418762,138,2,64.3588978449033,1,10.638631063381926,0,1
17,4,68.69482125514006,610,1,95.91055708134142,1,9.478799184114116,1,1
11,4,86.40832418976984,278,5,42.38118586831627,0,8.412223075977616,0,1
16,1,100.0,427,0,89.48411997958488,-1,11.248149378546715,0,1
5,8,77.76888283522712,172,2,23.389868156252472,0,25.062395567583795,1,1
9,2,90.4116678724476,113,2,94.25134187936207,1,5.65258794758198,1,0
12,4,94.88008212236255,349,1,41.54376555082689,1,21.454695249490044,1,1
12,7,91.77621324752883,298,0,44.17544904340111,-1,10.022732409653717,1,1
10,6,78.26550052991583,295,0,51.65580313308954,0,0.0,0,1
14,3,68.9074393936711,295,1,74.64198429528852,1,11.567135008489162,1,0
7,5,55.50942921194374,129,1,74.76880903201317,0,31.39423941704617,0,1
11,5,78.84591400645128,287,3,53.16297262476987,1,8.146248678825078,1,0
12,3,96.13704842274609,458,2,57.08376093825424,1,12.627866226339874,1,1
14,3,68.5100081828568,446,2,12.700943899672705,1,15.080845978463675,0,1
14,5,90.40251817022518,293,1,37.38670314024931,-1,16.973595851589234,2,1
7,1,70.59816963937753,99,1,41.141536680754854,-1,30.42345182867849,1,1
5,4,83.27287091664206,57,3,60.28545418531834,-1,7.070625862450912,1,1
17,2,90.49349936986022,603,2,60.246979063417406,1,15.106279830625354,0,0
13,1,74.08605475793887,225,0,73.89098179550858,0,22.586471755938273,0,1
9,2,84.04581616836298,201,2,74.53245665962729,-1,7.858862333359184,0,0
18,4,77.01890395929605,640,2,31.16896517908747,0,15.73092034963881,0,1
12,4,90.46178390725812,145,3,79.31684359943422,0,24.82117875346927,0,1
16,2,84.82380602181564,591,1,11.764321124165384,1,9.802227317464412,1,0
12,9,82.67809209315121,275,2,74.45456961460485,1,13.26775156736774,0,1
20,4,100.0,316,1,19.18549931674808,0,3.484208222025348,2,0
19,5,89.94767370841963,437,2,75.66833875790971,-1,24.46918473735311,1,1
11,4,73.71577760648454,211,3,57.44062815115639,1,16.585532172821107,1,0
15,3,80.96963319042686,427,2,49.35290506147829,-1,10.745958904507098,0,0
14,6,81.08921457904407,277,1,72.15997507852862,0,11.916697800493013,0,1
17,5,82.96383487150254,165,1,13.273375037250943,-1,14.909781194266252,1,0
8,5,100.0,185,1,30.11232931080205,-1,18.341869322989048,0,1
14,4,86.45022271253197,198,2,65.47961282208885,-1,8.472748868723823,0,1
16,4,57.56916915874269,426,2,86.24938659677362,0,9.259093404085739,2,1
4,3,75.48641233939642,62,4,44.299687325060525,0,12.366715473973551,1,1
7,1,58.8115349500503,147,3,33.28853253702014,-1,16.510198863243104,0,1
3,1,78.04242091544992,79,3,56.686279221009485,0,31.05934138728761,1,1
10,5,58.15227724328286,233,2,66.00837271481572,1,6.972626317931459,0,1
14,6,71.54091434717887,378,2,47.80927282651718,-1,0.0,0,1
18,6,63.751341644390564,547,1,88.90396143937795,-1,28.999221270209397,0,1
12,3,86.60992213560974,188,1,57.10948379740121,0,6.2208691638973725,0,1
18,6,82.00647235154655,440,0,13.22412288135265,1,29.675451276792053,1,1
6,5,85.63554768998478,10,0,30.074855923557134,0,27.435817205347902,0,1
5,6,80.74538333717769,134,3,50.55823278260331,1,20.443006148308527,0,0
11,1,65.26842699754698,248,0,72.795296711524,0,27.15492668487086,2,1
13,3,88.16225643105682,222,3,29.777701941332996,0,0.0,0,0
11,3,100.0,302,2,97.86316957456789,-1,1.4762292525081904,1,1
3,6,86.91055094327857,103,3,38.67024323692751,0,17.841132953501848,2,1
11,2,76.88890480818921,233,3,57.92321861745295,-1,11.132248027017148,1,1
6,9,64.86319388673466,104,2,11.706974625793706,0,7.1494925850873035,0,1
14,4,71.10319635088041,368,0,89.64016492877239,-1,23.07970265915459,0,1
13,3,87.43647587886471,186,2,80.99511881726652,0,17.57505011909487,1,1
8,5,94.8774163215925,157,1,27.59122038660334,1,25.49314514625835,0,1
9,5,85.13039409666371,313,1,93.99130221158586,1,11.280999397296544,0,1
7,2,91.5986474764718,178,1,38.425578741766415,-1,14.835724272690246,1,1
11,3,90.49213892832691,109,1,72.29676595421054,0,30.396346677812375,0,1
15,5,88.078412696631,159,0,83.70786862149399,0,2.1660802304166538,1,1
8,4,74.09831685686493,210,2,76.68230151134628,-1,14.138223432164605,1,1
14,3,84.08708214370183,446,0,92.58245056268571,0,6.255944369355234,1,0
9,1,71.81946635341434,108,1,87.78472843066376,0,31.954875051353216,0,1
8,4,82.20914743549721,228,2,99.51503626824491,0,39.05754273662147,2,1
11,2,85.97036237280294,392,3,26.4350271318531,1,17.09869217105292,2,1
7,8,100.0,280,3,37.42856211040301,-1,19.926479695246925,1,0
9,7,66.28321630758842,248,0,67.2603280688467,-1,13.962870810077597,1,1
7,5,87.77809157189566,203,1,75.97424673024253,0,13.576574358533854,0,0
19,2,99.77483909948313,150,1,58.114454910013826,1,15.835535852440158,1,0
12,4,91.10617319006556,501,0,16.653552839795342,1,1.510451956573677,2,1
9,6,91.9953453139005,183,2,85.74357041203439,-1,21.602944476793567,1,1
12,3,89.05233882241374,210,0,96.47869204191448,0,5.1463265591192915,1,1
11,2,97.580013877305,252,0,46.496515944375524,0,11.461498064382234,0,1
11,5,68.95026198265158,408,0,30.233123352896143,0,15.331810412103964,0,0
14,5,65.36888000835704,597,2,11.738237946587878,0,7.378508924932038,0,1
15,5,81.92399031441693,390,1,31.356913248422675,1,20.977672982624945,0,1
9,5,56.06605475713948,296,2,72.992689735458,-1,10.245755402119936,1,1
9,6,96.76774965013614,228,1,92.04304489054574,0,25.655637839313105,2,1
10,4,96.6485823459453,166,3,18.416175978858924,1,6.287906366893818,0,0
2,0,76.79979333898568,73,3,59.79332684457369,1,13.331140931503185,3,0
5,6,77.55075284007388,100,1,72.59781236606491,0,4.281210091706285,0,1
17,5,81.13183029819194,633,1,34.87427389956417,0,24.82478426772014,1,1
18,6,82.62424780527543,636,3,61.29073352532718,0,11.890847806337446,1,0
11,6,83.52608703033142,329,0,74.37235834051955,0,9.428760023201374,1,1
14,2,88.69878528253963,554,1,85.39473188218392,1,13.100456760431644,1,0
13,2,79.92848376389826,557,0,50.72498657379828,1,13.904815640323639,1,1
24,3,93.31831964173352,566,1,77.30714970270645,1,19.05314636204498,0,1
16,6,87.35137332550364,296,4,37.160467456586474,0,20.391201720708985,0,1
11,4,74.71643864952837,110,2,29.174207209494277,1,13.484159122357074,2,0
8,3,98.02135201364916,343,2,26.858237148160068,-1,14.608959638077604,0,0
5,3,65.70091616653016,107,3,42.29854586431536,-1,0.0,1,1
12,3,80.89401027014229,408,1,13.229171360996414,0,10.479923269419558,0,1
8,4,93.60300881290561,152,2,35.469265389872476,0,29.306853165192507,1,1
6,2,73.32312274105426,223,0,68.70005419989053,1,19.486952002185554,3,1
9,4,85.71466776120582,174,2,68.3127142444123,0,4.268645733268734,0,0
7,4,88.52007516398858,108,3,16.619842584234213,0,11.124822170914484,1,0
18,6,71.67371358422513,419,0,35.86740553725581,0,9.033000241608555,0,0
15,2,81.13026736487159,311,3,61.26018982101295,1,25.701088429898736,2,1
11,1,80.12195403748947,327,1,38.669692375279254,0,24.68616510063169,0,1
17,5,75.37914577801249,418,5,47.618922176998616,-1,7.1899239392397885,1,1
12,5,100.0,360,2,74.15296814041876,1,15.09876062640021,1,0
8,6,72.84272375865429,181,2,10.834014651096703,0,3.662231434741834,0,1
18,6,94.0591635288146,354,5,34.87541896795875,-1,8.733846909270575,2,0
14,1,77.2863877974263,284,2,22.8135019406515,0,9.102445202021848,1,1
7,3,68.96036573337662,289,2,21.484826448804256,-1,7.977377421923581,1,1
11,3,83.23377091786082,294,0,96.31361948025223,1,18.662045382369723,1,1
8,7,89.78912061265001,73,0,43.8904298406176,0,28.491444742476183,0,0
6,6,93.04611490078814,125,2,57.43797264186759,1,14.397267282220573,0,0
15,3,100.0,386,2,76.04396983626694,0,4.450543564293827,1,1
19,4,100.0,755,2,14.270272737404516,1,17.081067459051102,1,0
6,1,85.00617044506717,199,2,31.69203747019285,-1,17.09473897843027,0,1
14,4,74.04289391409534,246,3,84.89330086093413,-1,13.112521674866276,0,1
9,4,87.4344919215387,399,0,87.5791551860093,-1,33.59114804641165,0,1
10,1,78.8054445951221,247,2,43.56558285767218,0,17.441270208860814,1,1
9,2,93.11159355822676,314,2,43.73754396865914,-1,20.738218468920536,1,1
8,6,66.43402844361134,126,0,78.12071893979937,0,0.0,1,1
12,4,100.0,69,2,36.55632040748823,0,5.371086403757918,1,0
8,2,92.27257713730616,109,2,20.538467302599827,0,20.1390906501423,1,1
13,7,61.79195178644602,10,2,33.17819052165251,0,17.838154354316863,0,1
11,5,73.49165317222034,460,2,44.861025847219736,-1,11.21506074388622,0,1
11,4,91.79297252936726,293,5,14.698423863558844,1,19.535650790171275,1,0
8,6,96.11612867405745,140,3,53.08122287801573,0,24.27300192237135,1,1
9,7,66.73314847321645,257,2,76.60067614955005,1,10.271735791567085,2,1
15,3,90.55631020519539,397,0,56.237063003241545,0,8.76998684106976,0,1
14,5,58.63192152805692,419,0,16.470580646305628,1,12.440160754243493,0,1
8,6,80.92796961434745,277,1,49.61346682113627,0,19.98137190279666,5,1
12,2,95.34456210523848,272,1,73.80141472385495,1,9.27404763592114,2,0
15,5,75.38181123876423,269,4,15.228698859117094,-1,23.52918342123626,0,1
5,2,63.91693241034383,158,1,15.386247075419966,1,10.179874013693595,0,1
14,3,83.7545775565307,439,2,43.35412628628844,1,9.404365339303148,2,0
9,1,74.74337360037427,232,4,27.54675677113382,-1,38.46449356864714,1,1
14,2,89.55470039279002,593,1,94.13027121775784,0,2.6541588063687644,3,1
8,3,71.37608281338328,171,2,62.32092433657688,1,22.817180386174147,1,1
4,3,72.7283573241628,71,5,35.85928594653066,0,0.0,0,1
5,6,57.74797214948508,141,1,73.42990562034558,-1,21.581776985091146,1,1
12,1,84.0393365326178,235,2,43.7436146223396,0,41.91794673814491,3,1
13,5,80.06914074068081,376,0,21.8904079941109,-1,25.57042261196059,0,1
8,6,67.73938395111915,146,1,31.350900685922234,1,28.380689892965485,1,1
14,6,84.3255845652051,305,0,67.84725560134382,-1,14.039176135413125,2,1
5,3,94.32484360772966,200,1,14.66884953972925,-1,24.42268438674511,1,1
11,4,79.4131846789726,239,1,34.54201360432573,0,17.486579227620823,0,1
7,5,85.21800339786368,130,0,28.748032987795714,0,35.25963602549069,1,1
9,4,85.27973499502197,309,2,28.10215996088788,1,3.933646874521525,1,0
12,4,67.54804207385247,199,1,71.4486170778374,-1,26.874843124607665,1,1
8,4,100.0,155,1,84.3235225078928,-1,19.277027352585765,0,1
10,4,76.34980203853259,296,2,74.42799472578328,0,5.871935287623346,1,1
16,5,89.87339442232324,520,0,68.11550342204609,1,12.255402596089485,1,1
9,2,91.2305833267486,312,1,92.48065946360775,0,0.0,0,0
15,3,80.32485847461098,285,1,15.255314238186717,0,0.0,1,1
7,2,89.28154030071562,208,2,25.073477737861666,0,3.0044589569256956,1,0
14,1,84.94983066179667,297,2,47.296617010347894,0,11.119573821504066,0,1
17,8,64.98832291327113,342,3,43.52064791534809,0,15.811874711655127,3,1
2,1,78.01272758499894,69,3,47.62464426667202,0,1.9021673432146375,0,1
8,10,74.64938917175125,164,0,28.580941453843543,1,11.833970116787572,2,1
14,5,76.45905950384648,381,2,23.45529840222055,1,17.364129820967804,0,1
11,6,66.35196186596035,288,0,55.827392271213526,1,9.23594350997454,0,1
13,3,95.51720460095237,213,0,93.52472716619143,0,4.191424374439084,0,1
9,6,100.0,294,2,45.27725161149253,0,7.686537767916041,1,0
12,4,93.7360357119809,353,1,13.901789270757527,-1,28.365826377007835,0,1
11,3,97.24635068976572,100,1,73.55506086005721,1,0.0,0,0
16,0,77.86438195590213,435,1,36.19944149744575,0,26.543525208548587,0,1
13,5,74.36491798016756,244,3,32.05855065744029,1,28.653527245967474,0,1
13,8,72.65695543825946,439,3,39.18322006281659,-1,11.437536216164418,2,1
10,2,89.72877907548667,134,2,75.14339715170887,1,19.601438857666984,2,0
10,3,84.7247566377298,221,0,83.69374481832737,0,7.190848529019377,0,1
10,6,81.07333946081889,278,3,62.92504606050673,0,17.677137098277743,0,0
13,1,97.54178253034411,330,1,39.02308783475964,0,37.26441337337686,1,1
10,5,86.85929624578412,311,3,37.94304098055504,1,27.711506164868034,0,1
13,5,71.93610834975298,167,6,21.187751491491674,1,9.964778127000503,2,1
20,7,73.82909405037167,764,1,93.99709434116751,1,1.807779053789842,1,0
15,5,90.18391959104974,438,3,67.43254590719376,-1,12.063268572797883,1,1
10,1,94.50079423185517,358,4,12.427715787027761,1,17.732941936800298,1,1
16,4,88.62016278707164,511,1,69.61303856680127,0,22.216119262181735,1,1
10,6,100.0,249,2,50.24380817741571,0,13.907846151867322,1,0
3,1,100.0,44,2,97.53021667422274,-1,32.86036319099272,0,0
7,1,87.29243001820916,143,0,83.71619423257663,-1,15.325970466363323,0,1
4,2,71.93703208622198,150,5,25.418417844951836,-1,10.246288489198346,0,1
10,6,66.2801498592188,360,1,74.81000069873798,1,20.24541674581635,4,0
12,4,77.35141905982343,240,3,53.700940345173706,-1,22.000549035541546,0,1
18,5,91.03856135699388,44,4,26.834064730293537,-1,7.371619349745053,2,0
13,8,100.0,302,0,72.88659165969541,0,5.613889225274345,0,0
11,5,87.0093644129296,249,1,59.26488208248208,0,0.0,0,1
15,6,96.02467353077483,345,2,12.733649089441345,-1,12.110544983842502,0,1
3,3,79.05631016574637,87,1,68.19291554759434,-1,27.16758238361086,0,1
12,3,89.4732295027306,384,1,67.14883808761965,-1,21.66116837635053,1,1
15,4,91.88028195372607,493,3,22.967664494631634,0,26.238664956919266,4,1
6,4,58.24486868976966,171,3,41.40889542970236,-1,8.456298480256251,1,1
16,5,77.03873437148188,169,2,62.730907367593595,0,13.366149819496753,1,1
13,4,93.39640461133443,289,1,22.490471269605692,-1,0.0,0,0
10,5,85.29362002763878,434,1,86.74510400512808,-1,25.078683541915204,0,1
14,3,67.6418194221888,391,4,12.473744165893342,0,28.427415562735934,0,1
21,1,52.83853149127172,586,3,19.255367347241943,-1,4.33428444200489,2,0
12,3,77.61063105637592,334,2,20.449622786939567,-1,31.257494249283052,1,1
12,3,81.14097168527346,339,1,57.52964133775497,0,12.655107687966904,0,0
10,3,71.39292460205985,59,1,65.81026109517627,0,4.1672385241082885,1,1
8,6,83.71701924433593,184,5,46.33667168513379,1,11.840591491541845,2,0
15,7,88.07664096679474,370,2,35.98001449013496,-1,21.28423150244046,0,1
8,5,90.04824604871479,282,2,82.83856380630016,1,14.46143158815483,3,1
12,4,53.72897290081213,304,2,16.145738535377813,1,9.219643250254183,0,1
10,2,66.22857882630255,118,2,35.226267501951256,1,20.923247282052152,0,0
13,0,78.34452821974317,369,4,13.520402092357369,0,21.844737091697553,0,1
13,4,88.86607757244957,241,1,11.25011214696412,1,13.260791874014837,1,1
16,3,87.87080816260043,244,0,41.80418982389811,-1,11.432417608157381,3,0
9,5,87.6624393745201,164,0,27.534129620043878,-1,9.54384908850845,0,1
10,3,77.39898469637282,293,1,34.15292693544217,-1,19.785685658262143,1,1
8,4,78.06839875228047,280,3,83.88524417094713,1,0.0,2,0
10,6,73.26004877893911,288,1,24.668208662429926,0,7.373643936234888,0,1
13,3,91.21832953727018,390,2,80.22100304366208,1,13.379595409377018,1,1
15,3,70.95413454712507,431,2,70.75455608317272,0,7.1177026297671535,0,0
8,4,92.20043674227483,206,3,39.380097262674944,1,17.53976158856161,2,1
15,5,84.49423885765175,458,1,59.190053065865904,1,16.633741348114878,3,1
17,5,81.45946625853816,96,4,49.999204879708486,1,39.80665557862277,0,1
13,4,74.1194752026824,336,1,21.555578394789883,0,7.387407588675073,0,1
19,8,65.73349766603049,316,4,91.6466789560758,1,14.88856072394249,0,0
8,6,74.22816692346345,274,2,61.26561708271841,1,5.430634553029254,0,1
7,4,78.03991757650137,166,5,89.22160412159094,0,34.398024898680994,1,1
4,3,53.57170826102498,100,3,84.14438606319612,0,32.01220145543313,2,1
17,3,79.63173813598402,220,1,17.17983327784809,1,0.0,2,1
14,4,93.09228841631207,463,1,28.654359941660722,0,13.355288207803682,0,0
11,4,88.80661486520647,330,1,23.073500293734774,1,15.360328730952023,1,1
13,3,76.04552949110192,382,2,84.77015795082269,-1,11.598127962740062,1,1
7,4,82.56323558098273,129,0,87.62019638096821,0,10.161207992926371,0,1
21,3,75.326025166936,395,0,57.517435882752935,-1,22.709023889625445,0,1
12,5,83.78512880002836,321,2,19.376026525720626,0,32.87869904551495,2,1
12,2,100.0,233,1,22.205495668871457,0,23.070551347990524,0,1
14,6,93.62198563149852,398,5,83.21939311944406,1,23.641486658962165,0,0
13,5,88.24953166831304,100,1,93.62711228763972,-1,11.451668516444169,0,1
12,1,76.08538105139539,253,1,27.952811659959103,1,25.17338541971477,1,0
8,5,90.99926071533807,314,2,11.002381882495575,1,25.140477909450368,0,1
13,4,61.75747658352336,370,0,39.78576146357001,0,10.253615306565939,1,1
19,0,78.97175821610931,500,1,12.74494506830932,-1,12.669111579820045,2,1
17,5,89.0045370378874,694,1,84.51774244702342,-1,0.0,0,1
18,4,90.88505456857301,113,2,54.236103150362645,0,1.4741880445699689,1,0
9,6,90.03861388258889,166,2,67.76747008867179,-1,10.662670326886635,1,1
8,1,85.53796827051633,174,1,47.033638852288796,0,4.302256031292238,2,1
11,2,79.6513002509934,350,0,41.09567923112337,1,23.044124855023867,2,1
12,2,88.45571163791787,384,1,29.998037176847635,-1,13.410296238756976,2,0
16,3,70.5656675129644,289,3,79.3479292334331,0,20.32575500597384,0,1
5,3,71.86387284048101,164,2,72.59928259739763,1,2.7922006782432884,1,0
18,1,82.74081611752356,391,2,42.465608604647755,1,27.987624822646517,1,1
11,3,84.07837171250497,381,3,38.900452086926464,1,19.895673685482937,1,1
10,3,60.09261785722424,167,2,10.11185907838111,1,19.044643628843247,0,1
7,3,87.46175657139422,168,1,15.71969170409252,0,24.468607730140203,0,0
5,2,91.27274053503272,105,3,66.09299724033713,1,18.18770031148127,0,1
15,3,81.07257715040446,501,1,56.314657921191554,1,4.865927407263072,0,0
12,6,100.0,249,2,49.132288403652026,0,21.268928194842974,1,1
6,2,73.80477872421777,147,0,84.47520167214927,0,7.1258521710114495,2,1
6,4,77.66695403935756,174,0,55.350838396256194,0,17.108898999471503,0,1
10,4,77.25919712647348,293,5,44.60442232665879,0,7.271742471278806,0,1
18,3,81.08574866450779,577,1,24.51307127724865,-1,31.62216427534441,1,1
10,4,78.0553022444045,266,3,83.86192073931572,0,21.696549532395544,0,1
5,3,65.11827346474153,108,4,61.8623425109069,0,25.074425212393454,0,1
11,3,75.4414204451623,244,1,18.321396933048156,0,7.407637056384391,3,1
10,6,80.82855165071109,252,0,68.40085581973682,-1,17.989086772907115,0,1
1,7,96.74286498474397,26,1,48.2563670939569,1,16.902021003247903,0,1
11,6,100.0,262,3,83.02476012291963,-1,16.10321647147755,1,0
11,2,98.02568677420786,276,0,92.70231372963966,-1,0.0,1,0
14,1,72.69545164392872,180,1,64.04192318586215,0,34.64282122370966,1,1
19,5,73.65028467248601,576,0,75.84515373820298,0,14.6153560949669,2,0
16,2,80.08805706988778,423,2,15.093176284194914,-1,20.018095249542995,1,1
10,5,100.0,330,1,60.42299095010415,0,1.8525564292144097,1,0
7,3,80.01491137381728,175,2,77.98059805199267,1,29.637518030426804,0,1
22,5,66.06991011355083,244,0,54.70859345302934,0,28.793941212451365,1,0
12,5,75.98587435656358,265,1,63.419508055390345,0,23.543773414711637,2,0
12,5,91.084672021833,280,1,90.90533670229398,-1,17.728483427128346,0,1
11,6,90.27928332275305,340,1,27.828961482807948,0,38.35520893756594,2,1
12,6,79.59740000210013,101,1,18.84218567967207,1,24.83098489810972,0,1
11,5,90.20097608272036,278,1,72.15792518255509,0,1.3387778998615438,1,0
9,5,54.721933569438015,261,0,84.05640149701996,1,17.24486758940263,0,1
9,2,83.24595082039237,177,2,86.54411697243071,0,20.8375014366301,2,1
11,4,92.32822505642356,281,2,67.74800473820983,1,16.050507822657856,1,1
9,4,72.00564069814558,179,2,84.98920763537231,1,20.73104916180811,0,1
9,2,71.96393756204455,172,1,73.05977851509613,1,29.412333854125432,1,1
12,3,59.602622166838295,260,8,17.86392243161117,1,13.113454304918461,2,0
10,3,100.0,193,6,78.58391570964893,0,11.200970876744428,1,1
18,4,73.3581522757412,548,0,26.14237205952967,1,4.144869773252671,2,0
1,4,84.89251933434534,19,0,31.29484083318755,0,0.0,0,1
16,2,89.24700449780049,284,2,45.51855642987984,1,11.877562022038887,0,1
16,6,100.0,626,2,38.31103596937032,-1,8.227133032469075,0,1
3,4,80.15322671217238,98,3,38.94865644726208,0,12.933690111974869,1,0
10,4,75.52684247465898,101,2,25.23335717836412,1,9.147748176586393,0,1
10,4,84.07681178284665,188,0,36.44839423985899,-1,4.255678714124986,0,1
6,6,97.40896331850745,161,1,11.76963309782936,0,9.495127360081643,1,0
8,5,79.9579296231906,220,1,52.56198520194934,1,20.1301593078462,0,1
7,3,70.54157102099109,91,5,79.17318628928261,0,9.647492713887843,1,1
19,5,63.51090630021565,651,1,87.60226323023558,0,13.113314656197005,1,1
15,5,67.34443138473729,474,3,83.83857030634945,0,35.94651453106152,0,1
17,5,92.37269796887998,490,2,47.481194709560185,0,25.751707322839845,1,1
14,4,78.15250628431826,501,4,75.73838330474706,-1,17.27855960512026,1,1
7,6,74.70974908095147,200,1,35.910169668569125,-1,17.609869303203183,1,1
9,2,73.40839332179269,257,2,15.000622544585614,-1,7.896892518737067,0,1
13,9,83.02055032240219,486,0,70.837437285214,0,10.8008567768476,4,0
7,2,79.126538874813,236,0,68.39165482627655,-1,12.227124152463478,2,1
14,2,78.72241427536898,255,1,82.14664559165881,1,16.050072148921355,1,1
11,2,98.19188713372887,330,2,65.44955860325919,0,14.558839923282084,0,0
10,3,100.0,196,2,24.120246247652474,1,3.715547440951303,0,0
14,6,62.67973992509204,406,3,86.78461528451784,-1,20.9604215712279,2,1
13,2,85.9311127737155,374,3,66.45275092168308,0,9.265068437271406,1,0
10,4,72.6776548165433,139,3,82.68487291315036,0,34.22345837666644,2,1
16,3,79.02098663366688,384,1,79.66964083384367,1,27.496303141701446,1,1
7,9,85.71134062152034,189,1,36.807803850257955,1,0.0,1,1
14,4,79.44736099682896,301,0,16.70976773668471,1,12.467901517934397,3,1
14,0,84.7655185675316,385,1,25.885396818062638,-1,31.082831585970837,2,1
10,4,90.07564247238301,314,5,18.357610088192565,1,21.627012713306346,0,0
13,4,85.53492160648383,321,1,31.907118887212278,0,15.890733782797327,1,1
6,3,74.23796434998852,160,2,51.357904572339365,1,0.0,1,0
15,3,74.44960471635612,541,0,91.61295444831546,0,12.824327501992762,0,1
11,1,64.72353644058357,316,1,88.48168803285711,0,17.103622847489145,1,1
9,6,71.75295642975138,239,2,74.67398335861552,-1,0.0,0,1
16,8,100.0,277,1,12.170112359304337,0,21.13376806032884,0,1
9,3,72.49595711085706,273,2,40.72502811884981,0,7.981554726284449,1,0
6,2,67.67945425067415,165,1,71.41135838360678,-1,18.01297078306563,1,0
5,6,85.83913434213729,176,0,21.61260071551615,-1,16.318261754811143,1,1
14,2,80.67562288849768,355,3,82.09790650143178,1,12.445723470181346,0,0
6,6,79.65288115780929,62,0,92.31163119888343,0,22.915688682778427,1,1
19,3,98.90855159694507,216,2,41.86940019740429,1,17.8128734424052,0,1
3,3,88.58952010670038,92,3,73.525875567745,1,42.15897453045435,0,1
18,1,75.6400848195583,367,5,23.338371940184203,1,32.7791393045612,0,1
12,3,76.90628898889864,341,4,72.17348042017242,1,4.875530020135514,1,0
11,4,75.96896183313177,285,3,11.930987105833896,1,26.868160234220504,2,0
9,4,92.49687545896309,212,1,23.569435612999087,0,7.6336779780029165,1,1
13,3,78.30222844656235,314,1,73.8893301947803,-1,3.2568816350467458,3,1
11,2,60.48215797055019,198,1,74.06652005886755,0,0.23877395087309417,1,0
16,8,81.42016385518787,397,0,67.70464352606594,0,11.418440740275889,2,1
12,3,63.55568798646485,243,1,52.96276219457829,-1,25.05871968741621,0,1
12,4,100.0,264,3,70.74172820547506,0,16.58360152234175,2,1
10,4,70.41198503383323,224,3,79.64207184599094,0,20.08458836148387,0,1
11,7,80.05762281570723,255,0,96.98334931330695,1,0.0,1,0
13,4,85.09843281641365,420,1,89.97769283937444,0,12.709831725617795,0,1
5,2,78.53610207184924,119,2,81.50807823095121,0,4.475125448830497,0,0
6,2,78.5196351824057,199,4,72.52817650429355,0,0.0,1,1
14,3,87.06192743393052,522,2,61.67399908891305,0,2.9614157860719565,0,1
12,4,100.0,382,1,20.85479410167246,1,15.709250307028196,2,0
11,5,91.21010898180756,322,1,24.900115788855366,-1,21.577609085446664,2,0
12,6,99.74216654288252,331,2,83.82516046038096,0,5.896023163808037,0,1
13,6,69.44057070287798,414,1,82.29816209864985,0,20.890860749745983,0,1
9,6,85.80835159906434,231,4,65.30130333760266,0,23.164123976571148,0,1
8,2,83.86295262469935,263,1,49.495611944453806,0,18.296182343981414,2,1
12,2,86.21309550012082,358,1,12.342938484124508,0,6.41741877536772,3,1
8,5,98.51478364762687,176,1,39.44592482756895,-1,10.02659092397563,1,1
13,4,79.35053020249535,418,2,47.857569180878606,0,18.27775169905727,1,0
5,3,77.13395960135095,128,1,53.72346575560785,1,7.843129585714568,1,0
16,3,88.40776956902397,386,2,93.63921387050883,0,21.46641656733081,2,1
